plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
sensor,-0.95,-1.17,-0.77,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.81,-0.95,-0.66,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.54,-0.69,-0.39,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.58,-0.77,-0.44,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.76,-0.89,-0.64,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.82,-0.93,-0.7,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-1.21,-1.4,-1.04,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.85,-1.04,-0.74,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.76,-0.9,-0.62,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.76,-0.95,-0.62,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-1.09,-1.27,-0.93,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-1.03,-1.18,-0.85,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.85,-1.02,-0.65,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.65,-0.82,-0.5,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.66,-0.82,-0.5,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-1.01,-1.16,-0.85,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-1.05,-1.25,-0.84,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.86,-0.98,-0.69,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.8,-0.95,-0.57,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.87,-1,-0.67,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.57,-0.84,-0.33,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.97,-1.2,-0.75,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.62,-0.79,-0.4,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.82,-1.01,-0.64,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.67,-0.9,-0.5,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-0.78,-0.94,-0.6,>4,> 2 MW,T4,CdTe,CdTe,Ground,FALSE
sensor,-1.1,-1.41,-0.8,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,0.5,0.07,1.04,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.26,-1.71,1.04,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,0.42,-0.48,1.62,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,0.38,-0.4,1.49,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,0.05,-0.49,0.74,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,0.3,-0.65,1.05,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,0.2,-0.42,0.8,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,0.1,-0.73,0.94,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.06,-0.69,0.64,5,< 0.5 MW,T5,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.85,-1.09,-0.59,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.57,-1.77,-1.38,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.84,-1.09,-0.6,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.03,-0.24,0.15,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.06,-1.26,-0.91,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.17,-0.54,0.12,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.57,-1.8,-1.44,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.33,-0.55,-0.15,4,< 0.5 MW,T6,multi-Si,Al-BSF,Ground,FALSE
sensor,0.31,0.09,0.65,4,< 0.5 MW,T6,multi-Si,Al-BSF,Ground,FALSE
sensor,-2.54,-3.1,-1.9,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.57,-3.05,-2.07,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.3,-2.8,-1.79,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.58,-3.18,-2.17,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.19,-1.54,-0.89,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-1,-1.38,-0.61,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.12,-1.51,-0.85,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.88,-2.24,-1.33,7,0.5-2 MW,T3,Unknown,Unknown,Roof,FALSE
sensor,-2.58,-3.24,-1.85,7,0.5-2 MW,T3,Unknown,Unknown,Roof,FALSE
clearsky,0.28,-0.33,0.94,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
clearsky,-0.26,-0.77,0.32,10,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
clearsky,-1.62,-2.07,-1.07,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.67,-2.34,-0.98,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.02,-1.36,-0.68,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-0.61,-0.97,-0.25,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.23,-1.64,-0.71,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.35,-1.78,-1.02,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-0.82,-1.17,-0.46,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-0.73,-1.15,-0.35,3,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-0.53,-1.15,-0.09,3,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-2.11,-2.52,-1.7,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.14,-1.44,-0.68,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.78,-2.24,-1.32,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
clearsky,-1.28,-1.63,-0.79,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
sensor,-1.6,-2.39,-0.9,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.14,-1.58,-0.5,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.57,-2.37,-0.65,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.49,-2.29,-0.75,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,0.59,0.37,0.78,4,< 0.5 MW,T4,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.51,-1.97,-1.16,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.12,-1.5,-0.65,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.51,-1.95,-1.11,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1,-1.42,-0.53,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-2.19,-2.51,-1.83,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.2,-1.67,-0.78,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.16,-1.62,-0.69,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.66,-2.15,-1.3,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.32,-1.71,-0.9,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.52,-1.94,-0.99,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.37,-1.8,-0.86,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.35,-1.69,-0.96,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.54,-1.89,-1.11,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
sensor,-3.1,-3.88,-2.19,,,,,,,
sensor,-2.96,-3.72,-2.11,,,,,,,
sensor,-1.14,-2.54,0.25,,,,,,,
sensor,-4.01,-4.84,-3.09,,,,,,,
sensor,-4.73,-5.54,-3.67,,,,,,,
sensor,-3.13,-4.1,-2.21,,,,,,,
sensor,-3.83,-4.61,-2.76,,,,,,,
sensor,-3.65,-4.24,-2.97,,,,,,,
sensor,-3.25,-4.14,-2.18,,,,,,,
sensor,-2.89,-3.79,-1.97,,,,,,,
sensor,-5.11,-5.87,-4.6,,,,,,,
sensor,-4.31,-5.07,-3.22,,,,,,,
sensor,-5.38,-6.25,-4.57,,,,,,,
sensor,-3.61,-4.49,-2.73,,,,,,,
sensor,-3.16,-4.06,-2.47,,,,,,,
sensor,-2.25,-3.07,-1.33,,,,,,,
sensor,-2.59,-3.46,-1.62,,,,,,,
sensor,-4.14,-5.08,-3.22,,,,,,,
sensor,-1.88,-2.71,-0.75,,,,,,,
sensor,-1.99,-3.19,-1.07,,,,,,,
sensor,0.01,-1.62,1.38,,,,,,,
sensor,-1.17,-2.29,0.12,,,,,,,
sensor,-5.43,-6.3,-4.55,,,,,,,
sensor,-3.67,-4.26,-2.51,,,,,,,
sensor,-3.42,-4.36,-2.77,,,,,,,
sensor,-2.8,-3.8,-1.85,,,,,,,
sensor,-3.35,-4.63,-2.13,,,,,,,
sensor,-2.78,-3.64,-1.65,,,,,,,
sensor,-4.65,-5.64,-3.39,,,,,,,
sensor,-1.11,-2.18,0.17,,,,,,,
sensor,-4.01,-4.85,-3.16,,,,,,,
sensor,-4.47,-5.32,-3.58,,,,,,,
sensor,-5.51,-6.3,-4.75,,,,,,,
sensor,-3.47,-4.5,-2.51,,,,,,,
sensor,-3.59,-4.66,-2.75,,,,,,,
sensor,-3.37,-4.02,-2.35,,,,,,,
sensor,-2.46,-3.41,-1.71,,,,,,,
sensor,-3.78,-4.52,-2.5,,,,,,,
sensor,-3.26,-4.05,-2.6,,,,,,,
sensor,-2.84,-3.85,-1.75,,,,,,,
sensor,-1.82,-2.96,-1,,,,,,,
sensor,-4.2,-5.37,-3.51,,,,,,,
sensor,-2.96,-3.82,-2.29,,,,,,,
sensor,-2.51,-3.48,-1.73,,,,,,,
sensor,-4.51,-5.39,-3.78,,,,,,,
sensor,-4.31,-5.18,-3.48,,,,,,,
sensor,-4.59,-5.62,-3.72,,,,,,,
sensor,-4.14,-5.3,-3.33,,,,,,,
sensor,-3.7,-4.62,-2.69,,,,,,,
sensor,-3.33,-4.05,-2.29,,,,,,,
sensor,-4.55,-5.2,-3.54,,,,,,,
sensor,-3.74,-4.48,-2.77,,,,,,,
sensor,-3.15,-4.16,-2.16,,,,,,,
sensor,-3.77,-4.56,-2.88,,,,,,,
sensor,-3.1,-3.92,-2.43,,,,,,,
sensor,-3.16,-3.93,-2.32,,,,,,,
sensor,0.9,-0.17,2.35,,,,,,,
sensor,-3.73,-4.72,-3.24,,,,,,,
sensor,-6.56,-7.88,-5.66,,,,,,,
sensor,-4.29,-5.27,-3.64,,,,,,,
sensor,-3.36,-4.29,-2.5,,,,,,,
sensor,-3.82,-4.59,-2.9,,,,,,,
sensor,-5.2,-6.41,-4.5,,,,,,,
sensor,-1.5,-3.31,-0.57,,,,,,,
sensor,-4.19,-4.78,-3.28,,,,,,,
sensor,-4.97,-5.8,-4.07,,,,,,,
sensor,-3.29,-4.12,-2.26,,,,,,,
sensor,-5.6,-6.97,-4.45,,,,,,,
sensor,0.06,-1.26,1.5,,,,,,,
sensor,-1.54,-2.92,-0.14,,,,,,,
sensor,-3.81,-4.61,-2.86,,,,,,,
sensor,-5.8,-6.58,-4.95,,,,,,,
nsrdb,-0.27,-0.68,0.08,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.02,-0.32,0.37,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.27,-0.56,0.19,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.33,-0.74,0.04,7,0.5-2 MW,T4,mono-Si,Al-BSF,Ground,TRUE
clearsky,-0.17,-0.81,0.52,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,0.79,0.22,1.4,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.58,-0.26,1.37,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.05,-0.51,1.24,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.33,-0.52,1.06,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.18,-1.07,0.68,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.28,-0.63,1.32,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.27,-0.64,1.21,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.18,-0.62,1.04,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.04,-0.9,1.16,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-2.52,-3.47,-1.2,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.03,-0.68,0.94,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.26,-0.92,1.22,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
nsrdb,-0.03,-0.97,1.07,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
sensor,-0.37,-0.99,0.3,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.34,-0.19,0.89,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.31,-1.02,0.3,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.12,-0.73,0.53,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.15,-0.64,0.5,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.42,-0.87,0.04,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.15,-0.55,0.63,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.1,-0.73,0.39,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.16,-0.35,0.91,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.42,-1.03,0.45,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.14,-0.45,0.72,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.18,-0.75,0.51,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.45,-1.3,0.1,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.67,-1.55,0.01,5,< 0.5 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-2.08,-2.52,-1.64,4,0.5-2 MW,T6,multi-Si,Al-BSF,Ground,TRUE
sensor,-0.94,-1.61,-0.39,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.2,-1.21,0.87,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-2.5,-3.99,-1.01,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-3.02,-4.57,-1.33,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-2.08,-4.56,-0.76,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.76,-3.3,-0.79,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.15,-2.27,0.17,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.04,-2.47,-0.14,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.69,-1.78,0.06,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.24,-1.17,0.78,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.3,-3.53,3.52,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.07,-1.02,1.04,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.25,-1.09,0.92,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.26,-1.63,1.32,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.2,-1.26,0.76,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.18,-2.85,0.25,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.01,-2.32,0.12,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.19,-1.01,1.04,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.31,-1.43,0.59,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.34,-2.43,0.13,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0,-1.41,0.97,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.4,-2.88,-0.04,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.17,-1.35,0.7,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.18,-1.96,0.15,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.71,-1.74,0.25,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.31,-1.01,1.75,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.06,-1.55,0.83,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.07,-1.02,1.27,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.1,-1,0.86,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.13,-1.37,0.93,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.28,-0.58,1.64,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.23,-1.21,0.69,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.92,-3.25,3.17,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.94,-2.2,0.09,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0.08,-1.44,0.84,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.32,-1.4,0.84,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.21,-2.2,-0.12,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.58,-2.11,0.6,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-2.3,-4.03,-0.05,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-2.94,-4.08,-1.14,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.44,-1.23,0.61,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1,-2.06,0.38,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,0,-1.49,1.08,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.38,-1.36,0.85,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.83,-2.65,0.97,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.04,-0.93,1.19,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
nsrdb,-2.17,-2.92,-1.53,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.13,-2,-0.36,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.27,-2.08,-0.42,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.19,-1.96,-0.47,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.27,-1.93,-0.47,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.79,-1.54,-0.06,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.19,-1.86,-0.54,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.73,-1.46,0.18,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.26,-2.27,-0.64,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.34,-1.89,-0.59,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.19,-1.78,-0.51,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.22,-2.71,0.32,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
nsrdb,-0.17,-2.02,1.26,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
nsrdb,-0.7,-2.57,0.34,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.47,-2.7,-2.25,10,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-2.09,-2.42,-1.8,10,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.06,-1.39,-0.55,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.95,-1.49,-0.59,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.14,-1.45,-0.8,3,0.5-2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.41,-0.77,0.28,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.1,-0.71,0.28,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.06,-0.54,0.54,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.23,-0.42,-0.05,8,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
sensor,-0.07,-0.25,0.11,8,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
sensor,-0.5,-0.85,-0.16,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.66,-1.02,-0.35,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.64,-0.95,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.68,-1.05,-0.36,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.61,-1.01,-0.2,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.53,-0.87,-0.22,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.51,-0.95,-0.16,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.1,-1.48,-0.72,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.41,-0.99,0.16,7,0.5-2 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,0.54,0.34,0.79,7,0.5-2 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,0.46,-0.06,0.83,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.39,-1.73,-1,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-1.05,-1.29,-0.86,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.86,-1,-0.69,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.96,-1.1,-0.8,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.45,-1.69,-1.22,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-1,-1.18,-0.85,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.3,-0.77,0.19,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.73,-1.25,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.18,-1.7,-0.55,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.5,-0.84,-0.18,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.58,-0.88,-0.19,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.01,-0.63,0.44,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.06,-1.62,-0.59,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.75,-1.16,-0.42,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.81,-1.12,-0.44,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.78,-1.18,-0.41,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.53,-0.83,-0.19,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.63,-1.02,-0.35,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.76,-1.17,-0.47,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.79,-1.23,-0.34,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-2.64,-2.84,-2.43,9,< 0.5 MW,T4,mono-Si,Al-BSF,Roof,FALSE
sensor,-1.44,-1.69,-1.23,9,< 0.5 MW,T4,mono-Si,Al-BSF,Roof,FALSE
