plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
sensor,-1.76,-1.94,-1.62,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.06,-1.21,-0.91,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.35,-1.49,-1.18,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.83,-1.02,-0.72,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.35,-1.41,0.84,6,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.14,-0.76,1.2,3,< 0.5 MW,T6,mono-Si,n-IBC,Garage Canopy,FALSE
nsrdb,-0.09,-0.9,0.64,3,< 0.5 MW,T6,mono-Si,n-IBC,Garage Canopy,FALSE
nsrdb,-0.45,-1.26,0.18,3,< 0.5 MW,T6,mono-Si,n-IBC,Garage Canopy,FALSE
nsrdb,-0.51,-1.33,0.24,3,< 0.5 MW,T6,mono-Si,n-IBC,Garage Canopy,FALSE
nsrdb,-0.13,-1.3,1.01,3,< 0.5 MW,T6,mono-Si,n-IBC,Garage Canopy,FALSE
nsrdb,-0.41,-1.43,0.65,3,< 0.5 MW,T6,mono-Si,n-IBC,Garage Canopy,FALSE
sensor,-0.98,-1.45,-0.53,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.94,-2.24,-1.59,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.92,-2.29,-1.57,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
clearsky,0.49,-0.15,1.01,8,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
clearsky,0.24,-0.29,0.8,8,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
clearsky,-0.2,-0.83,0.44,8,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
clearsky,-0.13,-0.8,0.42,8,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
nsrdb,-2.04,-3.07,-0.39,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-2.03,-2.82,-0.59,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.6,-2.18,-0.01,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.35,-2.08,-0.63,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.13,-1.96,0.06,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.77,-2.69,-0.41,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.06,-2.06,0.15,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-2.09,-3.11,-0.38,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.81,-2.38,-0.96,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.51,-2.34,0.02,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.02,-1.97,0.25,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.69,-2.24,-0.84,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.2,-2.14,0.25,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1,-2.12,0.18,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.68,-2.85,-0.6,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-2.13,-3.02,-0.6,2,0.5-2 MW,T4,mono-Si,n-IBC,Canopy,FALSE
sensor,-3.29,-4.05,-2.77,8,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.45,-0.91,-0.05,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.42,-0.76,0.06,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.36,-0.83,0.06,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.19,-1.65,-0.9,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.45,-0.79,-0.12,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.5,-0.88,-0.04,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,0.26,-0.27,0.69,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.97,-1.34,-0.64,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.81,-1.11,-0.54,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.52,-0.75,-0.13,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.15,-0.47,0.17,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.55,-0.99,0.03,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.19,-0.12,0.51,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.17,-0.21,0.56,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.09,-0.19,0.49,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.05,-0.33,0.35,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.18,-0.06,0.45,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.81,-1.11,-0.51,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.24,-0.6,0.08,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.08,-0.47,0.46,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.52,-0.92,-0.16,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.3,-0.65,0.03,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.94,-1.3,-0.62,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.59,-0.95,-0.31,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.78,-1.11,-0.46,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.37,-0.68,-0.04,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.08,-0.37,0.21,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.33,-0.69,0.04,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,0.12,-0.22,0.38,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.63,-0.97,-0.34,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.29,-0.59,-0.01,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.85,-2.11,-1.47,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.88,-1.16,-0.6,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.91,-1.33,-0.53,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.39,-0.7,-0.05,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.62,-1.4,0.09,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.48,-0.79,-0.14,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.22,-0.53,0.04,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.05,-0.37,0.17,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.33,-0.68,0.06,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.45,-0.87,-0.19,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.13,-0.27,0.09,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.51,-0.62,-0.44,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.98,-1.44,-0.68,3,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.22,-0.36,-0.14,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.27,-0.38,-0.18,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.96,-1.18,-0.73,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.45,-0.58,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.24,-1.66,-0.74,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.65,-0.86,-0.41,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.43,-0.66,-0.27,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.71,-0.92,-0.4,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.85,-2.22,-1.45,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.91,-1.16,-0.67,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.98,-1.3,-0.73,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.63,-0.9,-0.42,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.03,-0.35,0.42,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.03,-1.31,-0.82,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.58,-0.84,-0.25,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.69,-0.97,-0.48,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.61,-0.85,-0.32,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.56,-0.88,-0.34,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.85,-1.09,-0.62,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.76,-1.11,-0.4,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.85,-1.15,-0.53,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.76,-1.06,-0.4,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.54,-0.73,-0.28,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.19,-1.57,-0.91,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.63,-0.97,-0.4,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.78,-1.05,-0.4,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.9,-1.21,-0.48,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.77,-1.14,-0.35,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.77,-1.1,-0.47,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.54,-0.93,-0.22,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.26,-0.56,0.05,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.8,-1.07,-0.55,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.05,-1.31,-0.63,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.73,-1.05,-0.45,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
nsrdb,-2.17,-3.32,-1.13,3,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
nsrdb,-2.06,-3.14,-0.35,3,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
sensor,-0.1,-0.45,0.18,4,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.68,-0.97,-0.3,4,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.18,-0.42,0.07,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.37,-0.73,-0.09,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.11,-0.31,0.08,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,0.11,-0.44,0.56,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.1,-0.27,0.07,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.33,-0.57,-0.09,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.36,-1.65,-1.1,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.18,-0.46,0,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,0.09,-0.46,0.61,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-0.26,-0.68,0.17,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.68,-1.16,-0.31,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.19,-0.55,0.27,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.45,-0.76,-0.03,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.54,-0.88,-0.25,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.43,-0.72,-0.21,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.72,-1.26,-0.37,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.2,-0.64,0.23,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.08,-0.43,0.4,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.48,-0.74,-0.1,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.39,-2.01,-0.85,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.33,-0.6,-0.05,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.53,-0.92,-0.24,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.44,-0.84,-0.13,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.65,-1.1,-0.17,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.65,-1.11,-0.33,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.68,-1.03,-0.16,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.6,-0.94,-0.24,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.54,-0.87,-0.24,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.48,-0.9,-0.2,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.82,-0.21,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.65,-0.88,-0.28,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.94,-0.11,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.74,-0.1,4,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.33,-0.73,0.05,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.74,-1.22,-0.38,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.45,-0.87,-0.08,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.33,-0.62,0.02,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.73,-1.07,-0.44,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.48,-0.82,-0.14,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.51,-0.95,0.32,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.54,-1.13,0.32,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.41,-0.27,1.18,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.32,-1.22,0.18,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.34,-1.14,0.18,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.47,-2.07,-0.54,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.85,-1.32,-0.1,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.39,-1.05,0.23,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.36,-1.07,0.25,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.37,-2.19,-0.84,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.42,-2.17,-0.47,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.82,-0.04,1.83,3,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
clearsky,-0.99,-2.74,0.15,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-0.09,-0.96,0.8,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-2.63,-3.79,-1.18,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-0.91,-1.8,0.41,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-0.55,-1.26,0.41,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-1.26,-2.17,-0.24,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-2.66,-3.93,-1.26,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-1.38,-2.75,-0.49,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-1.36,-2.83,-0.17,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-1.81,-2.8,-0.28,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
clearsky,-1.32,-2.75,0.25,2,> 2 MW,T5,mono-Si,n-IBC,Garage Canopy,FALSE
sensor,-0.04,-0.79,0.59,2,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-2.3,-3.28,-0.9,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.47,-2.08,-0.77,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.22,-2.02,-0.47,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.14,-2,-0.52,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.83,-1.76,0.17,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.66,-1.65,0.17,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-2.17,-2.57,-1.59,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.81,-2.35,-1.34,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.44,-2.14,-0.32,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.65,-1.61,0.35,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-3.09,-4.15,-2.34,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.27,-2.14,-0.3,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.29,-1.49,1.29,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.63,-1.65,0.44,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.77,-1.57,0.15,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.04,-2.03,-0.33,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.72,-1.34,0.43,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.34,-1.83,-0.49,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.28,-1.99,-0.7,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.26,-2.14,-0.22,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.07,-1.88,-0.37,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.35,-1.27,0.15,2,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.69,-1.69,0.33,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-0.56,-1.48,0.14,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-2.29,-3.56,-1.42,3,0.5-2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.03,-0.63,0.53,7,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.08,-0.53,0.65,7,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.42,-0.69,-0.05,7,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.32,-0.34,1.04,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-0.31,-0.63,0.01,7,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.17,-1.56,-0.75,7,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.42,-1.82,-1.06,7,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.59,-1.04,-0.14,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.43,-1.95,-0.91,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.73,-1.2,-0.21,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.9,-1.53,-0.16,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.45,-0.92,-0.03,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.56,-0.97,-0.05,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.34,-0.82,0.14,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,0.02,-0.78,1.05,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.62,-1.04,-0.28,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.24,-1.79,-0.79,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.95,-2.37,-1.38,4,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.27,-0.5,0.02,8,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
nsrdb,0.31,-0.43,1,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.48,-1.12,0.45,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.35,-1.03,0.25,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.39,-1.09,0.14,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.62,-1.28,0.16,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-3.51,-4.58,-2.39,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.77,-1.37,0.15,3,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.15,-1.09,0.65,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.71,-1.2,0.49,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.13,-1.13,0.77,4,0.5-2 MW,T3,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.69,-1.21,-0.38,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.36,-0.68,0.2,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.63,-1.1,-0.1,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.71,-1.03,-0.41,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.92,-1.26,-0.47,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-2.51,-2.73,-2.18,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.91,-2.44,-1.48,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2,-2.58,-1.47,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.39,-2.63,-1.97,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.22,-2.48,-1.77,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.38,-2.65,-1.98,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,0.06,-0.29,0.4,4,0.5-2 MW,T4,mono-Si,Al-BSF,Roof,FALSE
sensor,0.1,-0.33,0.49,4,0.5-2 MW,T4,mono-Si,Al-BSF,Roof,FALSE
sensor,0.55,0.26,0.89,4,0.5-2 MW,T4,mono-Si,Al-BSF,Roof,FALSE
sensor,-1.66,-1.94,-1.2,2,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.88,-2.19,-1.58,2,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.6,-2,-1.14,2,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
nsrdb,-0.35,-3,1.64,3,> 2 MW,T3,mono-Si,n-PERT,Ground,FALSE
nsrdb,-1.92,-3.01,-0.77,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.56,-2.72,-0.14,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
